Concentração de entrada;Vazão de entrada;Temperatura de entrada;Nível do Reator;Concentração de Produto A;Concentração de Produto B;Temperatura do Reator;Vazão de Refrigerante;Vazão de Produto;Temperatura Refrigerante;Pressão Refrigerante;Sinal de Controle Nível;Sinal de Controle de Vazão;Setpoint Controle Vazão;Falha;data
19.6;0.2493;30.202;1.9914;2.8593;17.366;80.088;0.904718047;0.24755;19.984;56070;25.288;40.687;0.90014;1;25/02/2021 00:00
19.773;0.25432;29.96;2.0027;2.8161;17.13;79.968;0.917658851;0.25131;19.932;56232;25.517;40.679;0.89526;1;25/02/2021 00:10
20.148;0.24612;30.131;2.0221;2.8428;17.118;79.771;0.932983873;0.24974;20.034;56316;25.445;40.842;0.90195;1;25/02/2021 00:20
19.935;0.24958;30.076;2.0132;2.8182;17.021;79.992;0.870147009;0.24742;20.205;56281;25.634;40.946;0.88691;1;25/02/2021 00:30
20.249;0.2463;29.962;2.0119;2.8346;16.91;80.126;0.900535606;0.25188;19.916;56324;25.226;40.65;0.90876;1;25/02/2021 00:40
20.08;0.25698;30.113;2.0043;2.8478;17.244;79.839;0.947634468;0.25133;19.915;55956;24.388;40.857;0.90331;1;25/02/2021 00:50
20.179;0.24799;29.828;1.9904;2.8618;17.072;79.889;0.924399575;0.25352;20.102;55554;25.224;40.656;0.89615;1;25/02/2021 01:00
20.193;0.25047;30.083;1.9799;2.8355;17.085;80.015;0.902355686;0.25158;19.89;55624;25.42;40.684;0.90397;1;25/02/2021 01:10
20.335;0.24754;29.968;2.0043;2.9194;17.152;80.289;0.884047297;0.25172;19.864;55978;25.068;40.799;0.90522;1;25/02/2021 01:20
20.11;0.25209;29.867;2.0067;2.8863;17.012;79.924;0.888794873;0.24846;20.136;56071;24.966;40.707;0.8945;1;25/02/2021 01:30
19.632;0.24986;29.913;1.997;2.8416;17.103;79.915;0.940900143;0.25031;19.903;56294;24.872;40.511;0.89877;1;25/02/2021 01:40
20.011;0.25214;29.992;2.0086;2.8908;16.973;79.83;0.87040362;0.24621;20.135;56207;25.76;40.789;0.89025;1;25/02/2021 01:50
19.97;0.24813;30.017;2.0048;2.8234;17.072;79.812;0.888259181;0.25489;20.019;55587;25.155;40.499;0.89942;1;25/02/2021 02:00
20.123;0.24895;29.868;2.0057;2.8425;16.975;79.93;0.848237226;0.24913;19.761;56596;24.625;40.683;0.89603;1;25/02/2021 02:10
19.952;0.25174;30.063;1.9879;2.8107;17.183;80.131;0.925669817;0.24587;20.025;56289;25.48;40.411;0.90188;1;25/02/2021 02:20
19.936;0.25162;30.322;1.9916;2.8304;17.162;79.962;0.907247045;0.24907;20.114;56292;25.605;40.845;0.90437;1;25/02/2021 02:30
19.848;0.24977;29.858;1.9894;2.8162;16.948;80.053;0.91315175;0.25288;19.925;56242;24.687;40.735;0.90131;1;25/02/2021 02:40
