Concentração de entrada;Vazão de entrada;Temperatura de entrada;Nível do Reator;Concentração de Produto A;Concentração de Produto B;Temperatura do Reator;Vazão de Refrigerante;Vazão de Produto;Temperatura Refrigerante;Pressão Refrigerante;Sinal de Controle Nível;Sinal de Controle de Vazão;Setpoint Controle Vazão;Falha;data
19.762;0.25128;30.11;2.0059;2.8655;17.068;80.296;0.96937725;0.24896;20.169;55942;25.308;40.703;0.90009;1;15/09/2020 06:00
19.874;0.25245;29.889;1.9873;2.8622;17.185;80.128;0.875913741;0.25461;20.247;56060;24.977;40.899;0.90466;1;15/09/2020 06:10
19.995;0.24598;29.952;1.991;2.8234;17.304;80.066;0.919919329;0.25163;20.056;56137;24.98;40.578;0.90304;1;15/09/2020 06:20
19.935;0.24975;30.263;1.9984;2.838;17.012;80.065;0.842655341;0.25176;20.148;55808;25.171;40.679;0.89938;1;15/09/2020 06:30
19.852;0.25091;29.634;1.9881;2.8351;17.564;80.006;0.95873086;0.25021;20.098;56351;25.243;40.379;0.90823;1;15/09/2020 06:40
20.052;0.25166;30.107;2.0015;2.8323;16.983;79.896;0.938834216;0.2467;20.153;56281;24.337;40.724;0.89839;1;15/09/2020 06:50
20.081;0.25129;30.008;1.9973;2.85;17.04;80.172;0.910059573;0.24996;19.844;55977;25.251;40.858;0.89394;1;15/09/2020 07:00
19.889;0.25024;30.189;1.9909;2.8571;16.822;80.081;0.926077162;0.24821;20.135;56486;25.414;40.494;0.90446;1;15/09/2020 07:10
20.234;0.24917;30.289;1.9826;2.8543;17.02;80.037;0.933440613;0.25208;20.121;56089;25.174;40.797;0.90405;1;15/09/2020 07:20
20.125;0.25266;29.896;2.0116;2.8443;17.121;79.923;0.851142312;0.25024;20.007;56450;25.092;40.552;0.89541;1;15/09/2020 07:30
20.156;0.25191;29.937;1.9877;2.8343;16.78;79.98;0.840026149;0.24875;20.006;55995;25.076;40.295;0.8948;1;15/09/2020 07:40
20.196;0.24948;29.941;2.0019;2.8514;17.143;80.274;0.878219417;0.24681;20.184;55718;25.481;40.808;0.90267;1;15/09/2020 07:50
19.814;0.25214;29.965;2.0048;2.8721;17.165;79.944;0.8807276;0.2485;20.123;56400;25.021;40.848;0.88747;1;15/09/2020 08:00
20.199;0.24908;29.996;1.9986;2.8738;17.29;79.801;0.920708543;0.24834;20.256;55848;25.285;40.871;0.89361;1;15/09/2020 08:10
20.052;0.25015;30.024;1.9902;2.854;17.062;79.833;0.906249035;0.25007;19.823;55925;25.466;40.824;0.90761;1;15/09/2020 08:20
20.113;0.25029;29.835;1.9903;2.8548;17.052;79.927;0.861753732;0.25148;19.973;55460;25.619;41.026;0.89811;1;15/09/2020 08:30
20.151;0.24969;30.275;2.0172;2.8474;17.024;80.093;0.87717152;0.24595;20.026;56003;25.247;40.525;0.90572;1;15/09/2020 08:40
20.208;0.24994;29.94;1.9928;2.8539;17.229;80.062;0.911051239;0.24899;19.958;56422;25.167;41.074;0.89357;1;15/09/2020 08:50
19.84;0.24986;29.981;2.0132;2.8828;17.051;80.023;0.958945869;0.24956;19.853;56448;24.976;40.58;0.90342;1;15/09/2020 09:00
20.062;0.25106;29.758;2.0028;2.8971;16.96;79.963;0.914155577;0.24748;19.901;56292;25.41;40.34;0.89731;1;15/09/2020 09:10
19.77;0.24627;29.947;2.0046;2.8328;17.334;79.999;0.90727112;0.24946;20.016;56706;25.358;40.553;0.8997;1;15/09/2020 09:20
20.116;0.24968;29.793;1.9966;2.8594;17.308;80.024;0.903944344;0.24875;20.039;56747;25.216;40.648;0.89776;1;15/09/2020 09:30
20.014;0.24914;30.028;2.0077;2.8626;16.968;79.956;0.800860087;0.24759;20.194;56175;25.049;40.706;0.90617;1;15/09/2020 09:40
20.111;0.25097;30.042;1.9954;2.8448;17.035;80.311;0.877471407;0.25089;20.174;56228;25.275;40.478;0.90548;1;15/09/2020 09:50
20.084;0.25032;29.906;1.9808;2.8547;17.159;80.028;0.906901008;0.25619;20.071;56221;25.218;41.187;0.89695;1;15/09/2020 10:00
19.871;0.25142;30.036;2.0037;2.8579;17.112;79.79;0.899191118;0.25476;20.156;56190;25.151;40.668;0.88926;1;15/09/2020 10:10
20.045;0.24719;29.846;1.9837;2.84;17.101;80.06;0.978826029;0.25182;20.048;55884;25.921;40.805;0.90137;1;15/09/2020 10:20
19.917;0.24846;30.084;1.9934;2.8434;16.911;79.957;0.844102907;0.25415;20.031;57516;25.074;40.596;0.90853;1;15/09/2020 10:30
19.999;0.25119;30.014;1.997;2.8172;17.12;79.969;0.923979054;0.25047;19.827;56126;25.325;40.667;0.89983;1;15/09/2020 10:40
20.034;0.25285;29.961;1.9878;2.8348;17.091;79.747;0.899079656;0.24602;19.915;56614;25.114;40.656;0.89849;1;15/09/2020 10:50
19.989;0.24919;30.091;1.996;2.8763;17.336;80.047;0.823986802;0.2532;20.039;56932;24.925;40.596;0.90365;1;15/09/2020 11:00
19.926;0.25071;29.882;1.9967;2.8297;17.147;80.08;0.940657873;0.24808;20.114;56566;24.812;40.212;0.90079;1;15/09/2020 11:10
20.013;0.25177;30.12;2.0159;2.8292;17.154;79.956;0.929828283;0.24934;19.892;57108;24.931;40.432;0.89991;1;15/09/2020 11:20
19.963;0.25061;30.327;1.9894;2.8499;17.396;80.147;0.850393468;0.25203;19.963;56486;24.24;40.814;0.90224;1;15/09/2020 11:30
19.98;0.25393;30.125;1.9973;2.8644;17.117;80.01;0.918612788;0.25009;19.97;56213;25.407;40.37;0.89623;1;15/09/2020 11:40
19.917;0.25403;30.004;2.024;2.8628;17.343;80.24;0.962079203;0.2512;19.977;57073;24.979;40.374;0.91014;1;15/09/2020 11:50
20.257;0.25119;29.706;1.9975;2.8456;17.006;80.204;0.887925522;0.25136;20.253;56885;25.714;41.042;0.89299;1;15/09/2020 12:00
19.934;0.2515;30.127;1.9901;2.8504;17.096;80.077;0.944344311;0.24959;19.993;56609;24.999;40.269;0.90646;1;15/09/2020 12:10
20.11;0.24938;29.903;2.0007;2.8277;17.061;79.836;0.939087614;0.24622;20.171;56021;25.208;40.368;0.90463;1;15/09/2020 12:20
20.366;0.25063;29.623;2.015;2.8478;17.256;79.855;0.838488835;0.25548;20.136;55857;25.755;40.941;0.90814;1;15/09/2020 12:30
19.786;0.24895;29.9;2.031;2.8884;17.026;79.805;0.880799147;0.2505;20.003;56202;24.596;40.825;0.90232;1;15/09/2020 12:40
20.145;0.24865;29.959;1.9925;2.837;17.158;79.798;0.932962981;0.2514;19.949;56217;24.712;40.568;0.90392;1;15/09/2020 12:50
20.03;0.25299;30.122;2.0003;2.8335;17.186;80.168;0.973156761;0.25207;19.895;55547;25.048;40.529;0.89521;1;15/09/2020 13:00
19.957;0.25068;29.89;1.9963;2.8624;16.952;80.055;0.83577149;0.24567;20.021;56519;24.884;40.634;0.90227;1;15/09/2020 13:10
19.799;0.2519;29.97;2.0037;2.843;17.187;79.783;0.89253459;0.24727;20.147;56107;25.879;40.684;0.8879;1;15/09/2020 13:20
19.911;0.25267;29.861;1.9906;2.8296;16.932;79.936;0.912887669;0.25114;19.796;54822;25.753;40.461;0.89455;1;15/09/2020 13:30
19.999;0.24876;29.845;1.9948;2.8534;17.146;80.065;0.873706057;0.24941;20.002;56069;25.426;40.994;0.89939;1;15/09/2020 13:40
20.031;0.24785;30.22;2.0088;2.8565;16.9;79.75;0.957953511;0.2527;20.009;56371;24.981;40.762;0.90123;1;15/09/2020 13:50
20.163;0.24924;29.937;2.0009;2.8736;17.164;79.871;0.907932906;0.24857;20.038;56467;25.199;40.556;0.90752;1;15/09/2020 14:00
20.127;0.24969;30.027;2.0241;2.8353;17.09;80.194;0.943996957;0.24699;19.79;56095;24.857;40.861;0.90271;1;15/09/2020 14:10
19.896;0.25022;29.954;1.9806;2.8511;17.009;80.336;0.863305614;0.24871;19.809;55690;24.977;40.695;0.89417;1;15/09/2020 14:20
20.004;0.2504;30.014;2.0033;2.8627;17.445;80.089;0.939040895;0.25101;19.951;56645;25.441;41.109;0.89989;1;15/09/2020 14:30
20.102;0.24802;30.259;1.9918;2.8463;17.233;79.903;0.892775434;0.25244;19.849;56475;24.913;40.822;0.89815;1;15/09/2020 14:40
19.831;0.24864;29.992;1.973;2.8357;17.17;79.952;0.889559204;0.25125;20.141;56431;25.43;40.971;0.89571;1;15/09/2020 14:50
19.978;0.24913;29.847;2.005;2.8586;17.063;79.966;0.907398922;0.24674;19.846;56021;25.196;40.885;0.90534;1;15/09/2020 15:00
20.427;0.25533;30.16;1.9875;2.8785;17.255;79.872;0.906010336;0.25052;20.052;56524;24.69;40.77;0.90389;1;15/09/2020 15:10
20.326;0.25062;29.894;2.0147;2.8364;17.161;80.114;0.923181233;0.2493;19.936;56352;24.958;41.091;0.89156;1;15/09/2020 15:20
20.152;0.24798;30.122;2.0001;2.8097;17.138;79.937;0.873929812;0.24883;19.982;56172;25.387;40.887;0.89647;1;15/09/2020 15:30
